file name HJD fitMean fitMeanErr fitDepth fitDepthErr fitWidth fitWidthErr fitCont fitContErr fitResidual fitEQW fitIntegral fitIntegralErr centroid EQW halfmax FWHM LHM RHM EMAX FWEM LEM REM skewness skewErr kurtosis kurtErr
d20031 RUPsc 2459129.86773815 5180.944060 0.012228 -0.336581 0.010593 0.239679 0.005749 1.051385 0.004259 0.000301 0.193121 0.192330 0.007611 5180.954719 0.086274 0.854965 0.504068 0.537675 0.462325 0.970993 0.859599 0.535001 0.464999 0.163553 0.022728 -0.116301 0.053657
d20032 RUPsc 2459129.87994471 5180.923986 0.010719 -0.349206 0.010123 0.227010 0.004966 1.049083 0.003864 0.000263 0.186097 0.189412 0.006879 5180.933816 0.087967 0.853521 0.502306 0.510874 0.489126 0.970704 0.760382 0.552668 0.447332 0.186272 0.012252 -0.208271 0.032784
d20033 RUPsc 2459129.89215131 5180.923859 0.013462 -0.358096 0.012762 0.209392 0.005655 1.048284 0.004640 0.000380 0.180542 0.179296 0.008017 5180.899637 0.087091 0.856028 0.461378 0.484213 0.515787 0.971206 0.718532 0.500905 0.499095 0.110430 0.016485 -0.149065 0.021050
d20034 RUPsc 2459129.90435769 5180.905764 0.011989 -0.384851 0.012416 0.193843 0.004662 1.045290 0.004285 0.000331 0.179520 0.178894 0.007198 5180.902353 0.094900 0.824891 0.410735 0.504252 0.495748 0.964978 0.697186 0.483358 0.516642 0.018352 0.016568 -0.096550 0.011344
d20036 RUPsc 2459129.92042646 5180.924401 0.014494 -0.400052 0.015426 0.184971 0.005410 1.045890 0.005210 0.000475 0.179297 0.177347 0.008583 5180.907134 0.096012 0.813855 0.385474 0.510608 0.489392 0.962771 0.660374 0.493487 0.506513 0.142665 0.028081 -0.114483 0.018868
d20037 RUPsc 2459129.93263283 5180.934759 0.009770 -0.426601 0.011118 0.180515 0.003453 1.047292 0.003579 0.000277 0.185693 0.184313 0.005958 5180.938231 0.101440 0.806205 0.386395 0.511905 0.488095 0.961241 0.641593 0.502329 0.497671 0.083824 0.015089 -0.095093 0.031173
d20038 RUPsc 2459129.94483972 5180.960638 0.014804 -0.435714 0.016819 0.184289 0.005585 1.057940 0.005622 0.000631 0.192185 0.190252 0.009337 5180.959822 0.096317 0.800816 0.365963 0.528060 0.471940 0.960163 0.621937 0.516402 0.483598 0.091043 0.012392 -0.104316 0.017538
d20039 RUPsc 2459129.95704625 5180.981753 0.008989 -0.465212 0.010498 0.169756 0.002781 1.054000 0.003390 0.000275 0.188056 0.187813 0.005237 5180.979223 0.102406 0.803487 0.368521 0.485230 0.514770 0.960697 0.606944 0.521015 0.478985 -0.105327 0.013208 -0.085704 0.024073
d20040 RUPsc 2459129.96939146 5181.006008 0.038684 -0.490193 0.050331 0.196148 0.014688 1.075168 0.017568 0.009350 0.228202 0.224163 0.028487 5181.022903 0.115806 0.783029 0.377031 0.548480 0.451520 0.956606 0.658759 0.531812 0.468188 0.253755 0.006793 0.089988 0.028946
d30009 RUPsc 2459130.64028516 5180.959152 0.023990 -0.292137 0.018650 0.282173 0.015644 1.058014 0.008905 0.000748 0.191845 0.195299 0.016513 5180.976802 0.062000 0.916432 0.692263 0.517974 0.482026 0.983286 0.929511 0.467971 0.532029 0.085647 0.026553 -0.048660 0.051978
d30010 RUPsc 2459130.65249164 5180.908477 0.020149 -0.314343 0.017241 0.252382 0.010562 1.048496 0.007338 0.000821 0.187266 0.189664 0.013085 5180.968710 0.079752 0.879403 0.606325 0.606288 0.393712 0.975881 0.844287 0.545940 0.454060 0.376668 0.012976 -0.188281 0.022006
d30011 RUPsc 2459130.66469809 5180.885965 0.016355 -0.345951 0.015083 0.218514 0.006933 1.048174 0.005735 0.000504 0.175907 0.180780 0.009748 5180.930536 0.078333 0.864797 0.509605 0.594044 0.405956 0.972959 0.760501 0.531594 0.468406 0.306666 0.014505 -0.430386 0.030376
d30012 RUPsc 2459130.67690456 5180.883310 0.015412 -0.345888 0.014151 0.213011 0.006356 1.060808 0.005036 0.000441 0.172147 0.174097 0.008816 5180.917592 0.062233 0.872307 0.488586 0.578423 0.421577 0.974461 0.694099 0.524669 0.475331 0.210455 0.018210 -0.262097 0.043316
d30014 RUPsc 2459130.69785877 5180.898280 0.011501 -0.380284 0.011622 0.198134 0.004351 1.049963 0.004078 0.000298 0.180413 0.179880 0.006769 5180.908422 0.089329 0.835437 0.433041 0.553416 0.446584 0.967087 0.676815 0.481290 0.518710 0.125232 0.018131 -0.174421 0.017998
d30015 RUPsc 2459130.71256863 5180.941524 0.010059 -0.394789 0.010319 0.191826 0.003880 1.050692 0.003490 0.000273 0.182350 0.180671 0.005971 5180.930158 0.090644 0.821814 0.396820 0.495466 0.504534 0.964363 0.673512 0.500100 0.499900 0.085397 0.009185 -0.199934 0.027875
d30016 RUPsc 2459130.72572549 5180.944442 0.009785 -0.405073 0.010152 0.184306 0.003459 1.044372 0.003307 0.000265 0.182097 0.179187 0.005611 5180.933407 0.098462 0.815847 0.408125 0.457438 0.542562 0.963169 0.655016 0.499890 0.500110 -0.171801 0.020821 -0.135738 0.024880
d30017 RUPsc 2459130.73928094 5180.986523 0.012311 -0.420746 0.013385 0.181791 0.004287 1.046490 0.004254 0.000508 0.187070 0.183210 0.007255 5180.973620 0.103606 0.814993 0.388683 0.452715 0.547285 0.962999 0.655411 0.474250 0.525750 -0.238688 0.015888 -0.149546 0.018845
d30019 RUPsc 2459130.73928096 5181.029182 0.013025 -0.467912 0.016006 0.182325 0.004890 1.054977 0.005242 0.000701 0.195449 0.202701 0.008811 5181.014024 0.104824 0.802216 0.412191 0.478374 0.521626 0.960443 0.622534 0.504188 0.495812 -0.042499 0.012922 -0.135528 0.030247
d30020 RUPsc 2459130.76824627 5181.058596 0.017319 -0.411439 0.018587 0.178681 0.006411 1.038413 0.006053 0.001050 0.181835 0.177462 0.010238 5181.039278 0.105421 0.798449 0.401701 0.445479 0.554521 0.959690 0.656892 0.471349 0.528651 -0.249405 0.017959 -0.275465 0.017191
d30021 RUPsc 2459130.78122592 5181.100749 0.045760 -0.496017 0.055762 0.173560 0.015289 1.066177 0.017311 0.007638 0.203106 0.202399 0.028907 5181.091994 0.105788 0.794688 0.381645 0.486190 0.513810 0.958938 0.623710 0.502107 0.497893 0.127353 0.020463 -0.269166 0.024726
d30022 RUPsc 2459130.79425149 5181.117723 0.010790 -0.458685 0.012831 0.172635 0.003596 1.040640 0.004244 0.000474 0.188740 0.190737 0.006652 5181.105257 0.112291 0.796768 0.386808 0.467918 0.532082 0.959354 0.646032 0.514981 0.485019 -0.081086 0.023947 -0.299150 0.030069
d30024 RUPsc 2459130.81058526 5181.161996 0.049494 -0.480441 0.062010 0.203318 0.019389 1.071900 0.021812 0.013293 0.227565 0.228428 0.036658 5181.173896 0.115197 0.796061 0.414650 0.525050 0.474950 0.959212 0.703559 0.524390 0.475610 0.249471 0.013742 0.112801 0.035867
d30025 RUPsc 2459130.82338734 5181.200298 0.010748 -0.500890 0.014276 0.175616 0.003749 1.054397 0.004631 0.000621 0.207920 0.209118 0.007446 5181.185696 0.120760 0.787932 0.393741 0.471269 0.528731 0.957586 0.615701 0.505369 0.494631 0.016316 0.026674 0.043869 0.011231
d30026 RUPsc 2459130.83630117 5181.228584 0.024877 -0.462317 0.029773 0.181424 0.009222 1.030082 0.010125 0.002397 0.199784 0.204105 0.016745 5181.238806 0.131433 0.778894 0.381726 0.538360 0.461640 0.955779 0.712527 0.488867 0.511133 0.173367 0.028487 -0.214414 0.010550
d30027 RUPsc 2459130.84899856 5181.251382 0.013426 -0.489699 0.017612 0.180289 0.004873 1.039917 0.005905 0.000952 0.213306 0.212809 0.009574 5181.233462 0.136790 0.779209 0.404885 0.478542 0.521458 0.955842 0.670872 0.500945 0.499055 -0.034300 0.013313 -0.323570 0.032865
d30029 RUPsc 2459130.86505357 5181.268169 0.014016 -0.458518 0.016128 0.171499 0.004522 1.039399 0.005249 0.000761 0.192185 0.189638 0.008336 5181.261980 0.118577 0.798385 0.401247 0.499249 0.500751 0.959677 0.637347 0.514552 0.485448 -0.083579 0.023201 -0.175342 0.032527
d30030 RUPsc 2459130.87786209 5181.299362 0.011269 -0.525917 0.015867 0.169926 0.003972 1.054677 0.005064 0.000756 0.209659 0.212396 0.008106 5181.284163 0.124643 0.778024 0.390757 0.467350 0.532650 0.955605 0.630283 0.519097 0.480903 0.044859 0.021393 -0.090131 0.022028
d30031 RUPsc 2459130.8907636 5181.311696 0.015956 -0.503055 0.021183 0.177004 0.005490 1.048002 0.007043 0.001061 0.200703 0.212974 0.011138 5181.296453 0.116536 0.786459 0.424574 0.477658 0.522342 0.957292 0.626897 0.509355 0.490645 -0.168687 0.017591 -0.218325 0.028642
d30032 RUPsc 2459130.90375034 5181.336573 0.013989 -0.491752 0.018335 0.185595 0.005227 1.052306 0.006536 0.000811 0.213514 0.217401 0.010159 5181.306945 0.124029 0.804416 0.440133 0.458515 0.541485 0.960883 0.684709 0.505173 0.494827 -0.197693 0.012480 -0.295794 0.015389
d30034 RUPsc 2459130.91988698 5181.346908 0.012742 -0.465516 0.015692 0.186739 0.004750 1.047529 0.005407 0.000578 0.203479 0.208015 0.008784 5181.328937 0.117879 0.793821 0.432639 0.465629 0.534371 0.958764 0.647856 0.494006 0.505994 -0.213546 0.008826 -0.359492 0.017656
d30035 RUPsc 2459130.93275218 5181.360506 0.014594 -0.462087 0.017775 0.189839 0.005646 1.047639 0.006172 0.000845 0.208750 0.209888 0.010206 5181.335822 0.123300 0.795707 0.439826 0.432574 0.567426 0.959141 0.677048 0.493408 0.506592 -0.156991 0.018835 -0.287391 0.021690
d30036 RUPsc 2459130.9455227 5181.347625 0.012670 -0.444122 0.015136 0.210104 0.005284 1.060186 0.005436 0.000583 0.220833 0.220619 0.009345 5181.334195 0.117060 0.817112 0.478353 0.495985 0.504015 0.963422 0.739565 0.505172 0.494828 -0.166801 0.014461 -0.085260 0.016673
d30037 RUPsc 2459130.95831972 5181.345197 0.015321 -0.449946 0.018383 0.203639 0.006086 1.058690 0.006409 0.000900 0.216010 0.216942 0.010982 5181.312466 0.113496 0.816638 0.445759 0.426679 0.573321 0.963328 0.755285 0.507292 0.492708 -0.140875 0.016531 -0.206535 0.031477
d30039 RUPsc 2459130.9747265 5181.299638 0.014872 -0.399479 0.015826 0.205822 0.005894 1.043954 0.005639 0.000672 0.196409 0.197421 0.009651 5181.272895 0.108297 0.824484 0.467555 0.431351 0.568649 0.964897 0.733685 0.475184 0.524816 -0.266954 0.007767 -0.246054 0.023250
d30040 RUPsc 2459130.98765724 5181.285772 0.014766 -0.407265 0.016586 0.221384 0.006742 1.073759 0.006097 0.000757 0.206551 0.210478 0.010703 5181.257168 0.084654 0.828933 0.454991 0.482407 0.517593 0.965787 0.744236 0.485799 0.514201 0.029308 0.024098 -0.145559 0.028622
d40043 RUPsc 2459131.63641884 5181.250613 0.011696 -0.496291 0.015492 0.177389 0.004193 1.058537 0.004963 0.000584 0.209822 0.208471 0.008163 5181.248299 0.119315 0.776890 0.376536 0.500556 0.499444 0.955378 0.631076 0.500755 0.499245 0.068112 0.014913 0.083113 0.026774
d40044 RUPsc 2459131.64916752 5181.276117 0.011848 -0.503470 0.015213 0.169696 0.003956 1.048636 0.004896 0.000505 0.198205 0.204226 0.007794 5181.266410 0.117414 0.771811 0.390229 0.492466 0.507534 0.954362 0.612872 0.489645 0.510355 -0.040501 0.014326 -0.323724 0.037345
d40045 RUPsc 2459131.66193554 5181.289338 0.011512 -0.485039 0.014875 0.172712 0.004234 1.037893 0.005147 0.000468 0.199191 0.202319 0.007944 5181.284930 0.125485 0.777561 0.392349 0.486684 0.513316 0.955512 0.639070 0.513531 0.486469 -0.057413 0.012377 -0.437131 0.020362
d40046 RUPsc 2459131.67469849 5181.309389 0.017000 -0.483129 0.021310 0.176432 0.005837 1.032358 0.006984 0.001080 0.207986 0.206967 0.011411 5181.290430 0.137886 0.782739 0.411828 0.454963 0.545037 0.956548 0.666969 0.518496 0.481504 -0.193908 0.017319 -0.052488 0.029396
d40048 RUPsc 2459131.6904976 5181.335151 0.012510 -0.503769 0.016874 0.199346 0.004885 1.069746 0.005600 0.000651 0.228308 0.235314 0.009766 5181.331806 0.118109 0.785211 0.404829 0.507898 0.492102 0.957042 0.693013 0.523205 0.476795 0.115077 0.030764 0.128715 0.035595
d40049 RUPsc 2459131.70319743 5181.341725 0.011521 -0.474988 0.014399 0.191194 0.004339 1.049737 0.005002 0.000462 0.214966 0.216854 0.008212 5181.343495 0.127899 0.788835 0.437482 0.525805 0.474195 0.957767 0.666152 0.502069 0.497931 0.027233 0.009810 -0.240663 0.036939
d40050 RUPsc 2459131.7159495 5181.320409 0.017144 -0.447758 0.020438 0.209543 0.007136 1.046032 0.007086 0.000918 0.221078 0.224834 0.012804 5181.309311 0.131907 0.803854 0.483736 0.445088 0.554912 0.960771 0.750576 0.534748 0.465252 -0.341202 0.020019 -0.134163 0.024927
d40051 RUPsc 2459131.72870678 5181.317700 0.020707 -0.362685 0.021021 0.204573 0.008675 0.982269 0.007622 0.001088 0.197323 0.189338 0.013598 5181.303218 0.174293 0.813610 0.528735 0.458192 0.541808 0.962722 1.003140 0.561572 0.438428 -0.322555 0.016821 -0.243358 0.028717
d40053 RUPsc 2459131.74463203 5181.308512 0.015096 -0.377462 0.015177 0.226897 0.006863 1.049943 0.005804 0.000597 0.200034 0.204468 0.010288 5181.296517 0.101612 0.852187 0.531279 0.470515 0.529485 0.970437 0.803246 0.508811 0.491189 -0.216224 0.019106 -0.309595 0.009637
d40054 RUPsc 2459131.7573342 5181.285467 0.016819 -0.360023 0.016595 0.238598 0.008429 1.049167 0.006416 0.000711 0.202237 0.205231 0.011919 5181.302067 0.098651 0.861161 0.593172 0.539019 0.460981 0.972232 0.794479 0.532684 0.467316 0.256526 0.020045 -0.057863 0.022811
d40055 RUPsc 2459131.77012887 5181.258575 0.014844 -0.327946 0.012705 0.239251 0.006967 1.040724 0.004941 0.000407 0.189724 0.188977 0.009159 5181.249050 0.097950 0.862564 0.541286 0.504903 0.495097 0.972513 0.796796 0.497603 0.502397 0.005723 0.026579 -0.102275 0.036310
d40056 RUPsc 2459131.78275824 5181.203572 0.018088 -0.319945 0.015706 0.253068 0.009580 1.027842 0.006570 0.000659 0.196659 0.197459 0.012241 5181.198341 0.117425 0.862985 0.595771 0.464753 0.535247 0.972597 0.920515 0.544568 0.455432 0.059616 0.011733 0.016247 0.023195
d40057 RUPsc 2459131.79546537 5181.109125 0.012725 -0.323549 0.010770 0.292396 0.008764 1.063591 0.005401 0.000362 0.221580 0.222960 0.009987 5181.119958 0.082503 0.859484 0.557608 0.495278 0.504722 0.971897 0.933384 0.531644 0.468356 0.117988 0.015862 -0.101864 0.025869
d40059 RUPsc 2459131.81149018 5180.995500 0.012597 -0.318834 0.010653 0.259945 0.006862 1.052745 0.004561 0.000285 0.195662 0.197339 0.008403 5181.013422 0.082824 0.871534 0.543027 0.517343 0.482657 0.974307 0.894991 0.515385 0.484615 0.126968 0.022971 -0.216782 0.029566
d40060 RUPsc 2459131.82512342 5180.942129 0.010097 -0.328301 0.008871 0.242167 0.004962 1.051992 0.003670 0.000217 0.189561 0.189437 0.006424 5180.924121 0.081761 0.870428 0.530619 0.453982 0.546018 0.974086 0.856558 0.499884 0.500116 -0.096183 0.022391 -0.103319 0.028979
d40061 RUPsc 2459131.83859125 5180.906405 0.008848 -0.357996 0.008560 0.230650 0.004023 1.057556 0.003226 0.000209 0.194991 0.195712 0.005792 5180.914809 0.085235 0.856142 0.502358 0.520447 0.479553 0.971228 0.763040 0.512280 0.487720 0.096673 0.019305 -0.132077 0.025066
d40062 RUPsc 2459131.85145885 5180.915462 0.009962 -0.357396 0.009736 0.227564 0.004610 1.057842 0.003699 0.000259 0.191415 0.192718 0.006542 5180.936620 0.081114 0.855163 0.478509 0.544435 0.455565 0.971033 0.737356 0.537500 0.462500 0.241840 0.023079 -0.068550 0.009847
d40064 RUPsc 2459131.86731123 5180.932163 0.025201 -0.356405 0.023686 0.194873 0.009566 1.048696 0.008129 0.001211 0.166927 0.166010 0.013716 5180.898284 0.076438 0.878000 0.500878 0.473708 0.526292 0.975600 0.676455 0.510264 0.489736 0.021235 0.026958 -0.169191 0.030725
d40065 RUPsc 2459131.88021763 5180.939962 0.014474 -0.419801 0.015619 0.181035 0.004799 1.046792 0.005318 0.000542 0.176406 0.181985 0.008314 5180.926832 0.092172 0.825205 0.406928 0.508114 0.491886 0.965041 0.680535 0.504023 0.495977 0.130315 0.022985 -0.193038 0.010612
d40066 RUPsc 2459131.89316784 5180.951057 0.012516 -0.442848 0.014560 0.181282 0.004281 1.054296 0.004891 0.000440 0.190907 0.190869 0.007726 5180.954408 0.100642 0.808521 0.399758 0.481546 0.518454 0.961704 0.651362 0.490651 0.509349 -0.040644 0.019981 -0.165775 0.052463
d40067 RUPsc 2459131.90621044 5180.982383 0.015306 -0.436348 0.016996 0.183523 0.005075 1.048646 0.005680 0.000708 0.187012 0.191419 0.009144 5180.994680 0.101609 0.810499 0.388221 0.542598 0.457402 0.962100 0.669600 0.495575 0.504425 0.164814 0.028007 -0.197540 0.028694
d40069 RUPsc 2459131.92217231 5181.040153 0.016346 -0.494659 0.020653 0.174491 0.005523 1.063645 0.006673 0.001124 0.203302 0.203410 0.010658 5181.012884 0.108125 0.795240 0.385230 0.456415 0.543585 0.959048 0.614881 0.511435 0.488565 0.018596 0.021476 -0.019409 0.008041
d40070 RUPsc 2459131.93490159 5181.077943 0.033926 -0.497500 0.042527 0.147665 0.010229 1.051214 0.012175 0.004763 0.165438 0.175174 0.019274 5181.113743 0.087309 0.800490 0.379129 0.626211 0.373789 0.960098 0.555769 0.564588 0.435412 0.233580 0.018072 -0.330528 0.034916
d40071 RUPsc 2459131.94767928 5181.083934 0.012353 -0.486157 0.015506 0.173157 0.004199 1.054561 0.005097 0.000787 0.195399 0.200095 0.008017 5181.079221 0.107420 0.805940 0.426543 0.489532 0.510468 0.961188 0.606548 0.490155 0.509845 -0.072301 0.017315 -0.236225 0.050774
d40072 RUPsc 2459131.96032798 5181.121594 0.014365 -0.470059 0.017785 0.172490 0.004790 1.049730 0.005322 0.001127 0.190803 0.193611 0.009087 5181.105952 0.106691 0.787339 0.376556 0.455707 0.544293 0.957468 0.650980 0.493918 0.506082 -0.094586 0.018045 -0.403050 0.033687
d40074 RUPsc 2459131.97637248 5181.146867 0.012761 -0.479805 0.015316 0.174913 0.004288 1.051740 0.005099 0.000951 0.194745 0.200017 0.008051 5181.154794 0.106962 0.785894 0.384845 0.512543 0.487457 0.957179 0.634251 0.505427 0.494573 0.069600 0.018167 -0.442770 0.023104
d40075 RUPsc 2459131.98902618 5181.191822 0.017961 -0.473920 0.022146 0.172032 0.006353 1.056417 0.006946 0.001233 0.191060 0.193450 0.011522 5181.189341 0.101261 0.788333 0.385073 0.502031 0.497969 0.957667 0.609584 0.470906 0.529094 0.125911 0.007392 -0.208946 0.035651
d40076 RUPsc 2459132.00166123 5181.193249 0.019142 -0.517561 0.025288 0.173930 0.006610 1.053694 0.007991 0.001835 0.210289 0.214147 0.013256 5181.197768 0.123843 0.778976 0.366119 0.519764 0.480236 0.955795 0.605633 0.460752 0.539248 0.090834 0.014730 0.090653 0.016898
d50042 RUPsc 2459132.62639989 5180.906127 0.014318 -0.340883 0.013050 0.229629 0.006840 1.053962 0.004841 0.000537 0.188412 0.186164 0.009030 5180.901171 0.082549 0.848329 0.474565 0.458265 0.541735 0.969666 0.782977 0.507443 0.492557 0.060081 0.012549 -0.156481 0.021960
d50043 RUPsc 2459132.63907541 5180.909876 0.011429 -0.355875 0.011426 0.207737 0.005102 1.048296 0.004046 0.000395 0.176367 0.176774 0.007146 5180.914602 0.082702 0.837513 0.414016 0.525297 0.474703 0.967503 0.751445 0.523566 0.476434 0.110801 0.022755 -0.200401 0.067455
d50044 RUPsc 2459132.65170961 5180.915002 0.013492 -0.369729 0.013585 0.199951 0.005234 1.051636 0.004766 0.000444 0.178272 0.176210 0.007949 5180.904725 0.083268 0.844630 0.446194 0.445904 0.554096 0.968926 0.691976 0.510146 0.489854 -0.107863 0.017987 -0.219467 0.024273
d50045 RUPsc 2459132.66438273 5180.936847 0.013034 -0.391711 0.013636 0.183511 0.004479 1.043485 0.004699 0.000418 0.172329 0.172676 0.007342 5180.934489 0.090920 0.831419 0.429050 0.471678 0.528322 0.966284 0.665726 0.507516 0.492484 -0.145541 0.018788 -0.394184 0.020482
d50047 RUPsc 2459132.68000888 5180.983820 0.010649 -0.420267 0.011818 0.188744 0.003983 1.050796 0.004194 0.000345 0.187012 0.189222 0.006652 5180.963888 0.097557 0.819069 0.406595 0.456730 0.543270 0.963814 0.672675 0.474780 0.525220 -0.098992 0.021994 -0.216418 0.025408
d50048 RUPsc 2459132.6926601 5181.014251 0.011343 -0.446326 0.013652 0.186910 0.004186 1.054991 0.004599 0.000393 0.192044 0.198210 0.007514 5180.995644 0.098924 0.813487 0.411705 0.472110 0.527890 0.962697 0.664948 0.505058 0.494942 -0.129846 0.019035 -0.208756 0.036722
d50049 RUPsc 2459132.70544696 5181.039177 0.011684 -0.443351 0.014038 0.180280 0.004132 1.049711 0.004556 0.000463 0.193137 0.190860 0.007460 5181.023263 0.109155 0.801150 0.408892 0.439558 0.560442 0.960230 0.667151 0.500526 0.499474 -0.187523 0.012568 -0.321237 0.020113
d50050 RUPsc 2459132.71820547 5181.086694 0.012682 -0.476111 0.015682 0.181481 0.004516 1.057539 0.005112 0.000491 0.199586 0.204801 0.008454 5181.054553 0.106920 0.806864 0.404510 0.427940 0.572060 0.961373 0.640319 0.473274 0.526726 -0.184333 0.013483 -0.172848 0.026746
d50052 RUPsc 2459132.73394112 5181.115268 0.012287 -0.465497 0.015143 0.182309 0.004510 1.047479 0.005052 0.000450 0.199094 0.203081 0.008300 5181.104405 0.115309 0.804528 0.427545 0.477205 0.522795 0.960906 0.640263 0.510441 0.489559 -0.192739 0.024626 -0.115349 0.031416
d50053 RUPsc 2459132.74673088 5181.145436 0.011705 -0.458780 0.013870 0.180307 0.004035 1.050204 0.004421 0.000408 0.193702 0.197439 0.007427 5181.133788 0.107233 0.800619 0.414132 0.478778 0.521222 0.960124 0.653197 0.508537 0.491463 -0.072696 0.016922 -0.247794 0.032183
d50054 RUPsc 2459132.75946233 5181.183044 0.015922 -0.462492 0.019455 0.197959 0.006141 1.068008 0.006804 0.000949 0.211001 0.214880 0.011231 5181.159008 0.104166 0.804160 0.395923 0.466003 0.533997 0.960832 0.631691 0.498113 0.501887 0.013998 0.015049 0.289867 0.009681
d50055 RUPsc 2459132.77222035 5181.206179 0.012614 -0.511174 0.017236 0.174977 0.004592 1.062412 0.005754 0.000772 0.203230 0.211032 0.009017 5181.192386 0.109080 0.785866 0.397878 0.494312 0.505688 0.957173 0.623632 0.481546 0.518454 -0.022731 0.008116 -0.433914 0.022238
d50057 RUPsc 2459132.7882355 5181.236589 0.011822 -0.473334 0.014695 0.181161 0.004370 1.049730 0.004869 0.000508 0.204618 0.204760 0.008050 5181.230811 0.119114 0.785909 0.402345 0.518270 0.481730 0.957182 0.658246 0.514818 0.485182 0.213099 0.012503 -0.114307 0.029988
d50058 RUPsc 2459132.80100343 5181.244840 0.010421 -0.475352 0.012895 0.181338 0.003745 1.045906 0.004355 0.000368 0.203557 0.206586 0.007043 5181.246795 0.121370 0.783001 0.405764 0.490128 0.509872 0.956600 0.652979 0.502595 0.497405 -0.048331 0.015454 -0.375501 0.028254
d50059 RUPsc 2459132.81363024 5181.277081 0.011621 -0.500717 0.015463 0.177341 0.004248 1.055872 0.005023 0.000573 0.204147 0.210805 0.008238 5181.279694 0.113210 0.797877 0.417419 0.516396 0.483604 0.959575 0.625557 0.522784 0.477216 0.104000 0.028580 -0.066583 0.037143
d50060 RUPsc 2459132.82634724 5181.306518 0.014407 -0.475974 0.017623 0.176790 0.005001 1.040970 0.005955 0.000681 0.199288 0.202625 0.009441 5181.283104 0.121277 0.786663 0.407347 0.504985 0.495015 0.957333 0.640773 0.488364 0.511636 0.022952 0.021199 -0.216349 0.010065
d50062 RUPsc 2459132.84216545 5181.327308 0.016616 -0.492990 0.021093 0.177304 0.005703 1.053708 0.006933 0.001031 0.207141 0.207934 0.011130 5181.287956 0.120513 0.787295 0.394527 0.417327 0.582673 0.957459 0.637143 0.479939 0.520061 -0.191388 0.008545 -0.318276 0.017323
d50063 RUPsc 2459132.85490903 5181.332041 0.082503 -0.504880 0.110697 0.232861 0.037999 1.097143 0.042042 0.032020 0.278207 0.268604 0.073414 5181.341961 0.129743 0.792836 0.449139 0.541283 0.458717 0.958567 0.675630 0.535440 0.464560 0.120256 0.027360 0.132229 0.030893
d50064 RUPsc 2459132.86761632 5181.354376 0.015563 -0.464986 0.019017 0.191918 0.005931 1.041843 0.006795 0.000763 0.210542 0.214706 0.011006 5181.354879 0.128738 0.796855 0.449143 0.529263 0.470737 0.959371 0.666101 0.515743 0.484257 0.111514 0.015500 0.033716 0.046585
d50065 RUPsc 2459132.88036003 5181.362578 0.014404 -0.476423 0.017914 0.185160 0.005312 1.046519 0.005932 0.000725 0.209320 0.211292 0.009993 5181.352916 0.124922 0.793528 0.447285 0.481637 0.518363 0.958706 0.648143 0.486835 0.513165 -0.119886 0.018707 -0.331632 0.039085
d50067 RUPsc 2459132.89671795 5181.238899 0.065488 -0.641240 0.138229 0.441168 0.097812 1.329488 0.125742 0.043847 0.095108 0.533372 0.164936 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d50068 RUPsc 2459132.90961236 5181.349111 0.015189 -0.410297 0.016080 0.210274 0.006248 1.042354 0.005748 0.000742 0.206524 0.207471 0.010204 5181.353843 0.120526 0.818681 0.465724 0.507104 0.492896 0.963736 0.749862 0.502495 0.497505 0.090908 0.011160 -0.036854 0.030075
d50069 RUPsc 2459132.92238525 5181.335961 0.017427 -0.416228 0.019548 0.208085 0.006953 1.068179 0.007302 0.001070 0.196336 0.203244 0.011714 5181.350916 0.082648 0.829466 0.433651 0.553550 0.446450 0.965893 0.675865 0.542139 0.457861 0.278745 0.010197 -0.118701 0.018023
d50070 RUPsc 2459132.93578757 5181.273453 0.024894 -0.399589 0.026816 0.225848 0.011192 1.052419 0.010314 0.002345 0.217772 0.214947 0.017931 5181.279569 0.117468 0.835185 0.479728 0.480217 0.519783 0.967037 0.800658 0.468400 0.531600 -0.039418 0.023321 0.061492 0.035248
d50072 RUPsc 2459132.95125586 5181.192826 0.010440 -0.377136 0.010495 0.245695 0.005249 1.057580 0.004219 0.000436 0.219601 0.219620 0.007705 5181.196707 0.106425 0.835142 0.485094 0.521203 0.478797 0.967028 0.903824 0.483028 0.516972 0.024869 0.027456 -0.176399 0.010365
d50073 RUPsc 2459132.96389264 5181.088713 0.013018 -0.321576 0.011112 0.278005 0.008027 1.051423 0.005223 0.000542 0.213176 0.213131 0.009598 5181.096086 0.096581 0.877202 0.702070 0.509027 0.490973 0.975440 0.916689 0.506542 0.493458 0.111221 0.024432 -0.177997 0.030907
d50074 RUPsc 2459132.97651717 5180.976596 0.017487 -0.312822 0.014648 0.246009 0.008697 1.046772 0.006038 0.000689 0.182333 0.184283 0.010812 5181.021216 0.078874 0.882784 0.559389 0.610313 0.389687 0.976557 0.843936 0.515596 0.484404 0.160953 0.003986 -0.202361 0.023423
d50075 RUPsc 2459132.98909064 5180.925577 0.021315 -0.315867 0.018130 0.263050 0.011631 1.052445 0.007990 0.001002 0.193516 0.197894 0.014338 5180.960968 0.078779 0.876561 0.549342 0.580056 0.419944 0.975312 0.879624 0.481040 0.518960 0.242925 0.013861 -0.287235 0.022982
